Image ID,Observation Date,MJD,Filter,Detection ID,Distance [arcsec],RA [deg],DEC [deg],Mag_Opt,Magerr_Opt,Flux [μJy],Fluxerr [μJy],Zero-point stdev,flags,flags_mask,class_star,number,x_pos,y_pos,xvar_pos,yvar_pos,xycov_pos,elongation,fwhm,background,mag_aper_r0.66xfwhm,mag_aper_r1.5xfwhm,mag_aper_r5xfwhm,magerr_aper_r0.66xfwhm,magerr_aper_r1.5xfwhm,magerr_aper_r5xfwhm,e_flux_opt,e_fluxerr_opt
125687,2022-01-23 20:48:31.391000,59602.86703,u,5438331602,0.0746,53.61597,-27.20620,16.521,0.0294,894.631,24.230,0.0497,0,0,0.873,620,9565.469,2108.373,7.013e-03,7.001e-03,1.398e-05,1.103,7.477,0.939,17.147,16.678,16.978,0.0275,0.0374,0.1584,103.313,2.798
125688,2022-01-23 20:50:00.264000,59602.86806,i,5438334118,0.0219,53.61597,-27.20622,15.487,0.0101,2318.773,21.576,0.0187,0,0,0.969,1466,9565.441,2107.391,5.104e-04,5.090e-04,-3.267e-06,1.099,4.684,0.913,16.204,15.623,15.536,0.0093,0.0101,0.0277,435.122,4.049
125689,2022-01-23 20:51:28.729000,59602.86908,q,5438341190,0.0688,53.61599,-27.20623,15.671,0.0048,1956.673,8.690,0.0197,0,0,0.977,1979,9565.310,2112.261,1.330e-04,1.323e-04,-2.908e-06,1.122,5.650,0.126,16.342,15.765,15.669,0.0043,0.0042,0.0100,1338.536,5.945
125690,2022-01-23 20:52:55.749000,59602.87009,u,5438348406,0.0523,53.61598,-27.20621,16.554,0.0300,868.154,24.019,0.0486,0,0,0.790,607,9564.137,2121.597,8.325e-03,8.282e-03,-8.495e-05,1.174,7.189,-0.289,17.213,16.606,16.516,0.0286,0.0345,0.1018,99.439,2.751
125691,2022-01-23 20:54:23.208000,59602.87110,i,5438351019,0.0164,53.61597,-27.20622,15.506,0.0100,2278.260,20.950,0.0155,0,0,0.894,1509,9564.769,2116.022,4.438e-04,4.450e-04,-5.149e-06,1.074,4.483,0.082,16.251,15.636,15.491,0.0092,0.0097,0.0247,424.432,3.903
125692,2022-01-23 20:55:50.748000,59602.87212,q,5438358382,0.0428,53.61599,-27.20622,15.676,0.0048,1948.171,8.695,0.0257,0,0,0.979,1934,9563.590,2115.751,1.356e-04,1.374e-04,-2.464e-06,1.126,5.691,0.029,16.362,15.771,15.668,0.0043,0.0042,0.0099,1335.152,5.959
125693,2022-01-23 20:57:18.308000,59602.87313,u,5438365577,0.0317,53.61597,-27.20621,16.507,0.0309,905.892,25.743,0.0513,0,0,0.849,624,9562.430,2120.437,9.325e-03,9.229e-03,-2.889e-05,1.063,7.628,-0.828,17.140,16.579,16.364,0.0286,0.0361,0.0956,102.114,2.902
125694,2022-01-23 20:58:46.153000,59602.87415,i,5438368048,0.0329,53.61597,-27.20621,15.491,0.0103,2309.132,21.940,0.0146,0,0,0.931,1422,9562.865,2129.630,5.834e-04,5.855e-04,-6.924e-06,1.128,4.829,-0.135,16.241,15.627,15.516,0.0096,0.0103,0.0277,427.653,4.063
125695,2022-01-23 21:00:14.057000,59602.87516,q,5438374896,0.0842,53.61599,-27.20621,15.678,0.0051,1944.327,9.090,0.0182,0,0,0.977,1799,9563.147,2122.769,1.831e-04,1.800e-04,-3.433e-06,1.102,6.076,0.420,16.380,15.787,15.695,0.0046,0.0045,0.0113,1309.585,6.123
125696,2022-01-23 21:01:41.418000,59602.87617,u,5438381340,0.1234,53.61593,-27.20623,16.530,0.0304,887.346,24.853,0.0529,0,0,0.732,629,9561.178,2120.525,8.223e-03,8.223e-03,-6.750e-05,1.162,7.604,-0.031,17.180,16.588,16.673,0.0289,0.0353,0.1226,98.358,2.755
125697,2022-01-23 21:03:09.242000,59602.87719,i,5438383840,0.0585,53.61597,-27.20621,15.478,0.0101,2338.016,21.831,0.0136,0,0,0.963,1460,9561.696,2127.477,4.784e-04,4.747e-04,-5.905e-06,1.100,4.443,0.759,16.199,15.625,15.517,0.0093,0.0102,0.0272,430.398,4.019
125698,2022-01-23 21:04:36.702000,59602.87820,q,5438390988,0.0542,53.61597,-27.20624,15.661,0.0048,1975.935,8.657,0.0270,0,0,0.981,2119,9561.016,2133.992,1.037e-04,1.019e-04,-2.796e-06,1.140,5.088,-0.267,16.338,15.755,15.660,0.0042,0.0040,0.0093,1321.872,5.792
125699,2022-01-23 21:06:04.366000,59602.87922,u,5438398674,0.0300,53.61596,-27.20622,16.541,0.0310,878.589,25.111,0.0487,0,0,0.413,578,9559.773,2126.394,9.502e-03,9.549e-03,-1.003e-04,1.191,9.109,-0.084,17.210,16.637,16.709,0.0302,0.0377,0.1296,95.629,2.733
125700,2022-01-23 21:07:31.536000,59602.88023,i,5438401134,0.0435,53.61597,-27.20623,15.482,0.0103,2329.123,22.162,0.0195,0,0,0.818,1410,9560.138,2128.004,5.993e-04,5.992e-04,-4.743e-06,1.113,4.944,-0.270,16.230,15.601,15.447,0.0097,0.0103,0.0264,426.763,4.061
125701,2022-01-23 21:08:58.811000,59602.88124,q,5438407967,0.0656,53.61599,-27.20623,15.757,0.0054,1808.147,8.977,0.0617,0,0,0.981,1718,9558.682,2135.329,1.698e-04,1.688e-04,-2.463e-06,1.095,5.627,-0.144,16.382,15.832,15.753,0.0048,0.0049,0.0125,1132.828,5.624
125702,2022-01-23 21:10:17.721000,59602.88215,q,5438415955,0.0387,53.61598,-27.20623,15.732,0.0053,1849.962,9.072,0.0477,0,0,0.979,1821,9558.140,2141.746,1.426e-04,1.396e-04,-3.093e-06,1.099,5.242,0.834,16.402,15.815,15.731,0.0048,0.0047,0.0116,1124.437,5.514
125705,2022-01-23 21:14:38.211000,59602.88516,q,5438424187,0.0270,53.61598,-27.20622,15.578,0.0051,2133.024,10.028,0.0745,0,0,0.972,1796,9556.290,2142.403,1.480e-04,1.471e-04,-2.655e-06,1.135,5.597,0.359,16.264,15.679,15.583,0.0046,0.0046,0.0112,1261.852,5.932
125706,2022-01-23 21:16:03.110000,59602.88615,u,5438430699,0.0520,53.61598,-27.20623,16.573,0.0341,853.076,26.757,0.0532,0,0,0.620,622,9555.147,2149.401,1.122e-02,1.119e-02,-4.489e-05,1.064,8.184,-0.019,17.164,16.631,16.669,0.0321,0.0420,0.1407,87.586,2.747
125707,2022-01-23 21:17:30.736000,59602.88716,i,5438432851,0.0034,53.61597,-27.20622,15.467,0.0119,2362.754,25.979,0.0204,0,0,0.912,1147,9555.868,2143.141,1.531e-03,1.520e-03,-7.469e-06,1.061,6.685,-0.324,16.178,15.580,15.489,0.0114,0.0133,0.0381,423.735,4.659
125708,2022-01-23 21:18:57.459000,59602.88817,q,5438437765,0.0660,53.61598,-27.20624,15.728,0.0073,1856.451,12.462,0.0890,0,0,0.969,1026,9554.815,2141.507,7.318e-04,7.302e-04,-6.035e-06,1.086,7.904,-0.352,16.368,15.822,15.722,0.0068,0.0080,0.0225,946.635,6.355
125713,2022-01-23 21:26:16.144000,59602.89324,i,5438442542,0.0416,53.61598,-27.20623,15.482,0.0130,2328.591,27.969,0.0174,0,0,0.929,980,9554.033,2158.573,2.474e-03,2.453e-03,-2.680e-06,1.061,7.771,-0.710,16.174,15.599,15.461,0.0126,0.0153,0.0428,424.816,5.102
125714,2022-01-23 21:27:43.608000,59602.89425,q,5438446933,0.1352,53.61593,-27.20622,15.645,0.0065,2003.731,11.975,0.0272,0,0,0.968,1011,9554.018,2165.863,8.823e-04,8.802e-04,-5.746e-07,1.022,9.556,-0.131,16.267,15.728,15.654,0.0061,0.0074,0.0215,1319.158,7.883
125715,2022-01-23 21:29:11.373000,59602.89527,u,5438450826,0.1640,53.61599,-27.20618,16.509,0.0425,904.622,35.406,0.0580,2,0,0.563,547,9551.620,2157.763,4.143e-02,4.144e-02,-3.646e-05,1.091,12.831,0.019,17.129,16.548,16.796,0.0427,0.0550,0.2268,95.724,3.747
125716,2022-01-23 21:30:39.469000,59602.89629,i,5438452621,0.1338,53.61594,-27.20624,15.506,0.0130,2278.825,27.369,0.0188,0,0,0.836,1017,9552.052,2160.015,2.641e-03,2.638e-03,-3.080e-06,1.086,7.938,-0.245,16.181,15.599,15.511,0.0128,0.0155,0.0454,418.414,5.025
125717,2022-01-23 21:32:06.837000,59602.89730,q,5438457113,0.0254,53.61597,-27.20621,15.676,0.0064,1948.300,11.450,0.0288,0,0,0.880,1071,9552.336,2165.077,6.711e-04,6.691e-04,-2.467e-06,1.037,8.370,0.471,16.378,15.789,15.732,0.0060,0.0069,0.0201,1298.300,7.630
125718,2022-01-23 21:33:34.462000,59602.89832,u,5438461369,0.2344,53.61598,-27.20616,16.592,0.0418,837.789,32.242,0.0542,0,0,0.530,541,9551.769,2168.305,2.772e-02,2.757e-02,-7.724e-05,1.017,12.455,0.663,17.143,16.749,17.175,0.0399,0.0605,0.2937,88.356,3.400
125719,2022-01-23 21:35:02.594000,59602.89934,i,5438463371,0.0076,53.61597,-27.20622,15.485,0.0114,2322.037,24.323,0.0208,0,0,0.957,1141,9551.721,2164.529,1.030e-03,1.034e-03,-3.148e-06,1.048,6.076,-0.027,16.148,15.598,15.491,0.0107,0.0127,0.0358,425.797,4.460
125720,2022-01-23 21:36:30.073000,59602.90035,q,5438468729,0.0461,53.61599,-27.20623,15.656,0.0058,1983.663,10.600,0.0241,0,0,0.978,1188,9552.340,2167.764,3.617e-04,3.615e-04,-1.684e-06,1.044,7.060,-0.707,16.297,15.744,15.668,0.0054,0.0061,0.0171,1311.963,7.011
125721,2022-01-23 21:37:54.802000,59602.90133,u,5438473499,0.2781,53.61589,-27.20625,16.569,0.0409,855.833,32.256,0.0465,0,0,0.705,552,9550.494,2174.881,2.445e-02,2.468e-02,-1.522e-04,1.190,10.116,0.824,17.191,16.736,18.690,0.0412,0.0590,1.1701,89.495,3.373
125722,2022-01-23 21:39:22.452000,59602.90234,i,5438475457,0.0150,53.61597,-27.20622,15.494,0.0117,2304.284,24.909,0.0201,0,0,0.959,1137,9551.566,2181.260,1.255e-03,1.258e-03,-5.289e-06,1.094,6.036,0.159,16.139,15.587,15.520,0.0111,0.0135,0.0396,421.738,4.559
125723,2022-01-23 21:40:50.571000,59602.90336,q,5438480875,0.0268,53.61597,-27.20621,15.661,0.0054,1976.163,9.775,0.0250,0,0,0.980,1421,9551.124,2174.787,1.904e-04,1.908e-04,-1.433e-06,1.060,5.803,1.821,16.288,15.749,15.727,0.0048,0.0053,0.0151,1303.917,6.450
125724,2022-01-23 21:42:17.931000,59602.90437,u,5438486513,0.1243,53.61601,-27.20620,16.535,0.0366,883.519,29.771,0.0471,0,0,0.614,559,9549.383,2174.465,2.221e-02,2.227e-02,-4.350e-05,1.088,9.160,-0.163,17.145,16.536,16.239,0.0362,0.0449,0.1112,90.455,3.048
125725,2022-01-23 21:43:46.231000,59602.90540,i,5438488595,0.0217,53.61597,-27.20623,15.461,0.0113,2375.706,24.721,0.0220,0,0,0.970,1192,9551.478,2185.753,9.667e-04,9.725e-04,-4.555e-06,1.073,5.629,0.684,16.119,15.596,15.595,0.0105,0.0129,0.0399,434.905,4.526
125726,2022-01-23 21:45:14.176000,59602.90641,q,5438494127,0.1132,53.61601,-27.20623,15.663,0.0056,1972.177,10.099,0.0253,0,0,0.976,1334,9550.068,2185.050,2.444e-04,2.442e-04,-1.320e-06,1.043,6.070,1.006,16.303,15.736,15.658,0.0051,0.0056,0.0153,1292.744,6.620
125727,2022-01-23 21:46:41.181000,59602.90742,u,5438499415,0.1153,53.61598,-27.20619,16.471,0.0380,936.373,32.765,0.0528,0,0,0.623,527,9548.867,2176.321,1.798e-02,1.803e-02,-9.287e-06,1.133,9.454,0.391,17.018,16.601,16.933,0.0362,0.0534,0.2376,94.599,3.310
125728,2022-01-23 21:48:08.665000,59602.90843,i,5438501391,0.0181,53.61597,-27.20623,15.467,0.0114,2361.335,24.887,0.0225,0,0,0.965,1142,9550.207,2181.311,1.043e-03,1.053e-03,-4.201e-06,1.079,5.759,-0.149,16.114,15.576,15.408,0.0107,0.0129,0.0346,431.092,4.543
125729,2022-01-23 21:49:37.355000,59602.90946,q,5438507090,0.0241,53.61598,-27.20622,15.649,0.0055,1996.329,10.135,0.0253,0,0,0.981,1347,9548.324,2188.738,2.195e-04,2.223e-04,-4.843e-07,1.007,5.948,0.661,16.245,15.731,15.680,0.0050,0.0057,0.0161,1302.208,6.611
125828,2022-01-24 22:01:34.712000,59603.91776,q,5439692200,0.0495,53.61596,-27.20622,15.551,0.0049,2186.385,9.959,0.0289,0,0,0.981,1450,9566.771,1898.951,1.269e-04,1.288e-04,-2.115e-06,1.135,5.371,0.549,16.193,15.643,15.548,0.0044,0.0045,0.0114,1356.467,6.179
125829,2022-01-24 22:03:03.021000,59603.91878,u,5439698370,0.1284,53.61593,-27.20621,16.408,0.0320,992.622,29.297,0.0633,0,0,0.702,527,9564.805,1908.412,8.050e-03,8.022e-03,-5.243e-05,1.185,8.032,0.262,17.008,16.505,16.498,0.0305,0.0406,0.1301,88.707,2.618
125841,2022-01-24 22:20:40.344000,59603.93102,u,5439699682,0.1651,53.61600,-27.20618,16.489,0.0422,920.937,35.753,0.0576,0,0,0.815,509,9560.243,1928.296,2.726e-02,2.720e-02,-4.071e-05,1.022,9.214,0.361,17.087,16.534,16.861,0.0414,0.0542,0.2390,75.923,2.947
125903,2022-01-25 18:34:14.155000,59604.77377,q,5439701234,0.0300,53.61598,-27.20622,15.812,0.0105,1718.337,16.569,0.0510,0,0,0.936,801,9613.288,1952.801,7.157e-04,7.130e-04,-3.606e-06,1.197,4.415,-4.361,16.536,15.929,15.722,0.0111,0.0137,0.0369,1038.167,10.011
125904,2022-01-25 18:35:39.288000,59604.77476,u,5439704912,0.0476,53.61596,-27.20622,16.407,0.0367,993.823,33.577,0.0706,0,0,0.479,351,9611.632,1951.113,1.021e-02,1.013e-02,-2.059e-05,1.223,7.373,-0.535,17.108,16.488,16.495,0.0382,0.0472,0.1554,112.620,3.805
125905,2022-01-25 18:37:08.329000,59604.77579,i,5439706698,0.0185,53.61597,-27.20623,15.473,0.0164,2348.358,35.484,0.0678,0,0,0.923,806,9610.375,1958.007,1.721e-03,1.704e-03,-2.738e-06,1.183,3.932,-0.772,16.264,15.635,15.488,0.0178,0.0214,0.0605,401.562,6.068
125906,2022-01-25 18:38:36.319000,59604.77681,q,5439710795,0.0388,53.61598,-27.20622,15.677,0.0074,1945.846,13.320,0.0275,0,0,0.967,954,9609.237,1967.567,3.490e-04,3.455e-04,-2.905e-06,1.188,4.686,-1.289,16.401,15.789,15.684,0.0075,0.0089,0.0255,1238.467,8.478
125907,2022-01-25 18:40:03.368000,59604.77782,u,5439714966,0.0653,53.61597,-27.20624,16.529,0.0337,887.870,27.555,0.0784,0,0,0.282,413,9607.706,1961.753,8.156e-03,8.072e-03,-6.702e-05,1.269,6.514,0.050,17.294,16.629,16.646,0.0354,0.0414,0.1363,100.597,3.122
125908,2022-01-25 18:41:31.364000,59604.77884,i,5439717102,0.0416,53.61598,-27.20621,15.528,0.0124,2232.817,25.561,0.0261,0,0,0.918,1032,9607.110,1961.135,6.136e-04,6.014e-04,-6.040e-06,1.127,3.451,0.422,16.336,15.696,15.497,0.0124,0.0140,0.0364,410.567,4.700
125910,2022-01-25 18:44:23.513000,59604.78083,u,5439721808,0.0474,53.61598,-27.20623,16.288,0.0278,1108.885,28.390,0.0977,0,0,0.634,448,9605.462,1977.816,5.091e-03,5.061e-03,-3.005e-05,1.166,6.715,0.297,17.010,16.414,16.513,0.0278,0.0339,0.1192,115.542,2.958
125911,2022-01-25 18:45:54.287000,59604.78188,i,5439724060,0.0224,53.61598,-27.20622,15.467,0.0110,2361.159,23.970,0.0353,0,0,0.943,1166,9605.053,1971.862,4.705e-04,4.650e-04,-5.333e-06,1.172,3.584,0.076,16.251,15.648,15.472,0.0106,0.0119,0.0307,430.768,4.373
125912,2022-01-25 18:47:21.463000,59604.78289,q,5439730272,0.0086,53.61597,-27.20622,15.620,0.0051,2051.671,9.555,0.0229,0,0,0.967,1482,9603.975,1973.005,1.165e-04,1.135e-04,-2.449e-06,1.171,4.605,-0.805,16.374,15.727,15.587,0.0047,0.0047,0.0115,1412.634,6.579
125913,2022-01-25 18:48:46.632000,59604.78387,u,5439736732,0.0256,53.61597,-27.20622,16.322,0.0237,1074.261,23.470,0.0449,0,0,0.682,527,9602.312,1979.336,3.974e-03,3.964e-03,-1.664e-05,1.221,6.235,0.427,17.013,16.405,16.613,0.0229,0.0272,0.1042,130.043,2.841
125914,2022-01-25 18:50:15.777000,59604.78490,i,5439739223,0.0333,53.61597,-27.20623,15.455,0.0100,2387.622,21.971,0.0211,0,0,0.893,1348,9601.025,1986.709,3.371e-04,3.286e-04,-4.401e-06,1.128,3.597,0.948,16.243,15.618,15.449,0.0093,0.0097,0.0244,441.014,4.058
125915,2022-01-25 18:51:43.651000,59604.78592,q,5439746411,0.0014,53.61597,-27.20622,15.588,0.0048,2111.893,9.327,0.0241,0,0,0.978,1695,9600.854,1980.552,9.370e-05,9.071e-05,-2.314e-06,1.158,4.543,-0.651,16.322,15.689,15.542,0.0044,0.0042,0.0096,1398.877,6.178
125916,2022-01-25 18:53:11.391000,59604.78694,u,5439753599,0.0740,53.61596,-27.20621,16.234,0.0209,1165.323,22.482,0.0414,0,0,0.418,577,9599.939,1980.400,2.601e-03,2.565e-03,-2.636e-05,1.057,6.464,0.039,16.972,16.352,16.273,0.0201,0.0230,0.0670,142.011,2.740
125917,2022-01-25 18:54:38.101000,59604.78794,i,5439756301,0.0034,53.61597,-27.20622,15.437,0.0094,2428.088,20.951,0.0155,0,0,0.872,1512,9600.278,1987.965,2.968e-04,2.976e-04,-3.369e-06,1.112,3.665,0.213,16.225,15.592,15.450,0.0087,0.0088,0.0219,453.035,3.909
125918,2022-01-25 18:56:04.641000,59604.78894,q,5439764072,0.0746,53.61600,-27.20622,15.405,0.0044,2500.712,10.199,0.0456,0,0,0.967,1866,9599.587,1990.808,7.756e-05,7.378e-05,-1.922e-06,1.177,4.560,1.370,16.159,15.521,15.414,0.0041,0.0037,0.0082,1511.610,6.165
125919,2022-01-25 18:57:30.516000,59604.78994,u,5439771379,0.0596,53.61599,-27.20621,16.182,0.0209,1222.773,23.583,0.0504,0,0,0.396,577,9598.420,1983.752,3.370e-03,3.350e-03,-1.080e-05,1.099,6.592,-0.655,16.894,16.235,16.050,0.0198,0.0220,0.0581,150.330,2.899
125920,2022-01-25 18:58:57.401000,59604.79094,i,5439774090,0.0097,53.61598,-27.20622,15.368,0.0088,2586.569,20.912,0.0189,0,0,0.954,1568,9598.452,1985.195,2.474e-04,2.416e-04,-3.514e-06,1.150,3.597,-0.711,16.147,15.524,15.344,0.0081,0.0080,0.0190,488.995,3.953
125921,2022-01-25 19:00:24.460000,59604.79195,q,5439782200,0.0286,53.61598,-27.20622,15.438,0.0041,2424.574,9.146,0.0200,0,0,0.980,2084,9597.938,1994.121,6.519e-05,6.320e-05,-1.891e-06,1.135,4.646,1.132,16.147,15.540,15.442,0.0037,0.0033,0.0071,1667.082,6.288
125922,2022-01-25 19:01:51.886000,59604.79296,u,5439790398,0.0980,53.61597,-27.20619,16.130,0.0202,1282.563,23.917,0.0617,0,0,0.809,616,9596.785,1998.259,2.684e-03,2.658e-03,-4.526e-05,1.191,5.962,-0.312,16.809,16.228,16.055,0.0188,0.0220,0.0584,147.439,2.749
125923,2022-01-25 19:03:18.600000,59604.79397,i,5439792915,0.0175,53.61597,-27.20623,15.486,0.0101,2321.211,21.691,0.0661,0,0,0.964,1370,9595.796,1992.046,3.990e-04,3.974e-04,-3.053e-06,1.077,4.098,0.206,16.249,15.637,15.487,0.0093,0.0097,0.0244,407.710,3.810
125925,2022-01-25 19:06:12.350000,59604.79598,u,5439799008,0.1373,53.61597,-27.20626,16.098,0.0270,1321.172,32.815,0.0840,0,0,0.391,524,9594.008,2003.515,6.422e-03,6.451e-03,-3.625e-05,1.067,7.660,0.129,16.720,16.192,16.128,0.0253,0.0325,0.0983,113.433,2.817
125931,2022-01-25 19:14:57.599000,59604.80206,u,5439800330,0.1983,53.61591,-27.20624,16.007,0.0358,1436.531,47.311,0.1152,0,0,0.842,509,9589.140,2006.272,1.079e-02,1.080e-02,6.515e-06,1.161,7.292,0.401,16.589,16.074,16.864,0.0337,0.0447,0.2987,78.798,2.595
125938,2022-01-25 19:30:40.277000,59604.81297,q,5439803050,0.0316,53.61598,-27.20623,15.281,0.0039,2802.220,10.074,0.0299,0,0,0.981,2041,9592.968,1989.863,6.065e-05,5.880e-05,-2.193e-06,1.155,4.781,-0.499,15.983,15.383,15.270,0.0035,0.0031,0.0062,1765.342,6.346
125939,2022-01-25 19:32:04.101000,59604.81394,u,5439811171,0.0714,53.61596,-27.20620,15.979,0.0268,1474.099,36.358,0.0920,0,0,0.719,547,9591.435,1983.631,4.102e-03,4.068e-03,-4.710e-05,1.172,6.310,0.339,16.581,16.112,16.192,0.0244,0.0324,0.1106,99.996,2.466
125941,2022-01-25 19:34:59.332000,59604.81596,q,5439814113,0.0431,53.61599,-27.20622,15.227,0.0038,2946.565,10.292,0.0318,0,0,0.982,2097,9589.425,1995.827,5.287e-05,5.277e-05,-1.569e-06,1.142,4.624,0.652,15.913,15.322,15.226,0.0034,0.0030,0.0060,1840.613,6.429
125942,2022-01-25 19:36:26.470000,59604.81697,u,5439822236,0.0565,53.61596,-27.20622,15.858,0.0157,1646.795,23.802,0.0480,0,0,0.967,607,9588.466,1997.620,1.383e-03,1.372e-03,-1.706e-05,1.120,5.628,-0.087,16.472,15.928,15.876,0.0140,0.0162,0.0468,196.801,2.844
125944,2022-01-25 19:39:22.065000,59604.81901,q,5439825662,0.0439,53.61599,-27.20623,15.196,0.0035,3032.436,9.826,0.0187,0,0,0.980,2347,9588.568,1994.297,4.164e-05,4.123e-05,-1.018e-06,1.121,4.302,-0.296,15.944,15.310,15.185,0.0032,0.0027,0.0049,2076.332,6.728
125946,2022-01-25 19:42:14.405000,59604.82100,i,5439835988,0.0235,53.61598,-27.20623,15.172,0.0089,3099.575,25.349,0.0860,0,0,0.918,1503,9587.523,2006.342,2.309e-04,2.287e-04,-2.713e-06,1.095,3.442,-0.717,15.937,15.337,15.169,0.0080,0.0080,0.0187,461.635,3.775
125951,2022-01-25 19:49:29.793000,59604.82604,u,5439841633,0.1406,53.61599,-27.20619,15.818,0.0894,1709.465,140.817,0.1608,0,0,0.450,481,9585.811,2005.966,8.196e-02,8.251e-02,8.659e-05,1.485,9.068,0.547,16.457,16.014,16.977,0.0900,0.1330,1.0663,32.211,2.653
125954,2022-01-25 19:53:51.384000,59604.82907,u,5439842427,0.0943,53.61598,-27.20620,15.675,0.0171,1950.127,30.783,0.0554,0,0,0.859,552,9584.464,2023.393,2.158e-03,2.142e-03,-1.598e-05,1.073,6.205,0.013,16.360,15.767,15.691,0.0157,0.0180,0.0518,192.005,3.031
125956,2022-01-25 19:56:48.423000,59604.83112,q,5439844878,0.0520,53.61599,-27.20623,15.201,0.0045,3016.291,12.622,0.0609,0,0,0.977,1458,9584.178,2018.153,1.465e-04,1.434e-04,-2.245e-06,1.092,6.197,-0.467,15.899,15.301,15.206,0.0041,0.0039,0.0093,1526.113,6.386
125961,2022-01-25 20:04:06.293000,59604.83618,i,5439851331,0.0053,53.61597,-27.20622,15.270,0.0104,2831.331,27.216,0.1145,0,0,0.922,1187,9581.025,2034.414,3.437e-04,3.366e-04,-4.635e-06,1.111,3.576,1.776,16.039,15.423,15.287,0.0095,0.0096,0.0240,362.254,3.482
125962,2022-01-25 20:05:33.557000,59604.83719,q,5439858610,0.0285,53.61598,-27.20622,15.050,0.0034,3466.014,10.848,0.0211,0,0,0.981,2257,9580.980,2035.637,4.134e-05,3.895e-05,-1.646e-06,1.149,4.598,0.081,15.764,15.158,15.039,0.0031,0.0026,0.0048,2207.505,6.909
125963,2022-01-25 20:06:58.442000,59604.83818,u,5439867067,0.0381,53.61597,-27.20623,15.579,0.0142,2129.668,27.768,0.0611,0,0,0.879,615,9580.312,2031.165,1.072e-03,1.065e-03,-1.673e-05,1.118,5.537,0.493,16.249,15.650,15.624,0.0128,0.0139,0.0403,223.575,2.915
125964,2022-01-25 20:08:27.742000,59604.83921,i,5439869952,0.0091,53.61597,-27.20622,15.090,0.0073,3342.635,22.433,0.0159,0,0,0.958,1727,9580.314,2036.752,1.410e-04,1.409e-04,-9.675e-07,1.061,3.467,0.198,15.853,15.258,15.086,0.0065,0.0062,0.0135,615.292,4.129
125965,2022-01-25 20:09:55.116000,59604.84022,q,5439878204,0.0517,53.61599,-27.20622,15.022,0.0036,3559.264,11.883,0.0331,0,0,0.976,1877,9580.050,2047.237,6.763e-05,6.894e-05,-1.848e-06,1.129,5.618,0.657,15.733,15.115,15.023,0.0033,0.0029,0.0060,2078.236,6.938
125967,2022-01-25 20:12:49.871000,59604.84224,i,5439886458,0.0121,53.61598,-27.20622,15.079,0.0081,3377.316,25.311,0.0333,0,0,0.978,1415,9578.564,2043.700,2.347e-04,2.368e-04,-2.622e-06,1.099,4.014,-0.053,15.825,15.232,15.063,0.0073,0.0073,0.0172,548.147,4.108
125969,2022-01-25 20:15:44.065000,59604.84426,u,5439892169,0.0916,53.61600,-27.20622,15.484,0.0177,2325.395,37.890,0.1042,0,0,0.785,580,9578.082,2059.340,2.953e-03,3.008e-03,-2.171e-05,1.096,7.831,0.623,16.074,15.540,15.742,0.0162,0.0200,0.0757,196.538,3.202
125970,2022-01-25 20:17:12.121000,59604.84528,i,5439894527,0.0248,53.61598,-27.20622,15.072,0.0076,3399.261,23.887,0.0169,0,0,0.959,1499,9577.669,2061.437,2.560e-04,2.562e-04,-2.967e-06,1.100,4.502,1.139,15.815,15.213,15.108,0.0069,0.0069,0.0172,625.957,4.399
125971,2022-01-25 20:18:39.690000,59604.84629,q,5439901883,0.0132,53.61597,-27.20622,15.071,0.0036,3400.643,11.361,0.0534,0,0,0.981,1946,9578.003,2057.785,5.273e-05,5.279e-05,-4.037e-07,1.054,4.780,0.083,15.773,15.170,15.062,0.0032,0.0028,0.0056,2016.427,6.737
125972,2022-01-25 20:20:08.009000,59604.84731,u,5439909502,0.0248,53.61597,-27.20622,15.574,0.0143,2140.482,28.211,0.0556,0,0,0.926,629,9576.457,2064.431,1.227e-03,1.200e-03,-1.788e-05,1.086,5.796,0.252,16.221,15.650,15.607,0.0129,0.0145,0.0417,227.362,2.997
125973,2022-01-25 20:21:34.884000,59604.84832,i,5439912129,0.0147,53.61597,-27.20622,15.062,0.0077,3430.083,24.234,0.0193,0,0,0.948,1492,9576.824,2080.870,2.671e-04,2.722e-04,-5.458e-07,1.017,4.500,0.050,15.820,15.202,15.043,0.0070,0.0070,0.0166,624.646,4.413
125974,2022-01-25 20:23:01.770000,59604.84933,q,5439919301,0.0282,53.61598,-27.20622,15.086,0.0037,3354.672,11.327,0.0362,0,0,0.980,1923,9577.582,2080.939,7.078e-05,6.889e-05,-9.266e-07,1.061,5.508,0.764,15.764,15.175,15.091,0.0033,0.0029,0.0063,2052.313,6.930
125975,2022-01-25 20:24:29.339000,59604.85034,u,5439926264,0.0205,53.61598,-27.20622,15.552,0.0151,2184.580,30.313,0.0596,0,0,0.863,589,9575.392,2073.904,1.803e-03,1.793e-03,-1.460e-05,1.064,6.985,0.205,16.142,15.638,15.678,0.0134,0.0164,0.0526,235.686,3.270
125976,2022-01-25 20:25:58.775000,59604.85137,i,5439928736,0.0189,53.61597,-27.20622,15.082,0.0077,3367.508,23.740,0.0144,0,0,0.974,1468,9576.386,2077.332,2.699e-04,2.662e-04,-2.472e-06,1.109,4.516,-0.176,15.800,15.210,15.074,0.0069,0.0070,0.0173,623.161,4.393
